STATE,SIC,ENTRSIZE,FIRM,ESTB,EMPL,EMPLFL,PAYR,PAYRFL,RCPT,RCPTFL,STATEDSCR,SICDSCR,ENTRSIZEDSCR
16,70--,31,22,41,1767,,29747,,103250,,Idaho,SERVICES,"1,500-2,499 employees"
16,70--,32,155,379,33999,,991021,,2674506,,Idaho,SERVICES,"2,500 + employees"
16,99--,01,143,143,89,,1546,,7403,,Idaho,NONCLASSIFIABLE ESTABLISHMENTS,Total
16,99--,02,123,123,0,,995,,5534,,Idaho,NONCLASSIFIABLE ESTABLISHMENTS,0 employees
16,99--,03,13,13,30,,251,,898,,Idaho,NONCLASSIFIABLE ESTABLISHMENTS,1-4 employees
16,99--,04,5,5,0,[b],0,(D),0,(D),Idaho,NONCLASSIFIABLE ESTABLISHMENTS,5-9 employees
16,99--,06,1,1,0,[a],0,(D),0,(D),Idaho,NONCLASSIFIABLE ESTABLISHMENTS,10-14 employees
16,99--,07,1,1,0,[a],0,(D),0,(D),Idaho,NONCLASSIFIABLE ESTABLISHMENTS,15-19 employees
16,99--,08,143,143,89,,1546,,7403,,Idaho,NONCLASSIFIABLE ESTABLISHMENTS,< 20 employees
16,99--,27,143,143,89,,1546,,7403,,Idaho,NONCLASSIFIABLE ESTABLISHMENTS,< 500 employees
17,----,01,251387,302579,5089899,,162392107,,987399734,,Illinois,TOTAL OVER ALL INDUSTRIES,Total
17,----,02,31135,31177,0,,1318514,,8292941,,Illinois,TOTAL OVER ALL INDUSTRIES,0 employees
17,----,03,114564,114739,238415,,6234182,,39060594,,Illinois,TOTAL OVER ALL INDUSTRIES,1-4 employees
17,----,04,43817,44414,287133,,7339517,,39072307,,Illinois,TOTAL OVER ALL INDUSTRIES,5-9 employees
17,----,06,17813,18700,207036,,5565007,,27620204,,Illinois,TOTAL OVER ALL INDUSTRIES,10-14 employees
17,----,07,9246,10007,152881,,4310116,,20779077,,Illinois,TOTAL OVER ALL INDUSTRIES,15-19 employees
17,----,08,216575,219037,885465,,24767336,,134825123,,Illinois,TOTAL OVER ALL INDUSTRIES,< 20 employees
17,----,10,5937,6715,126740,,3567810,,17576262,,Illinois,TOTAL OVER ALL INDUSTRIES,20-24 employees
17,----,11,3898,4565,101103,,2805127,,13088011,,Illinois,TOTAL OVER ALL INDUSTRIES,25-29 employees
17,----,12,2809,3453,85561,,2471786,,12619533,,Illinois,TOTAL OVER ALL INDUSTRIES,30-34 employees
17,----,13,2242,2767,78604,,2252223,,10514671,,Illinois,TOTAL OVER ALL INDUSTRIES,35-39 employees
17,----,14,1783,2236,69902,,2010617,,10094831,,Illinois,TOTAL OVER ALL INDUSTRIES,40-44 employees
17,----,15,1400,1813,61205,,1801278,,9098618,,Illinois,TOTAL OVER ALL INDUSTRIES,45-49 employees
17,----,16,1136,1577,54370,,1582182,,8106018,,Illinois,TOTAL OVER ALL INDUSTRIES,50-54 employees
17,----,17,943,1326,49091,,1421386,,6861436,,Illinois,TOTAL OVER ALL INDUSTRIES,55-59 employees
17,----,18,835,1243,47193,,1374670,,7242704,,Illinois,TOTAL OVER ALL INDUSTRIES,60-64 employees
17,----,19,685,1020,40479,,1143978,,6783603,,Illinois,TOTAL OVER ALL INDUSTRIES,65-69 employees
17,----,20,609,952,38161,,1162846,,5589941,,Illinois,TOTAL OVER ALL INDUSTRIES,70-74 employees
17,----,21,526,757,34189,,1008780,,5165641,,Illinois,TOTAL OVER ALL INDUSTRIES,75-79 employees
17,----,22,506,879,34055,,1038225,,5382558,,Illinois,TOTAL OVER ALL INDUSTRIES,80-84 employees
17,----,23,468,768,34488,,999810,,5349818,,Illinois,TOTAL OVER ALL INDUSTRIES,85-89 employees
17,----,24,414,768,31986,,918967,,4974435,,Illinois,TOTAL OVER ALL INDUSTRIES,90-94 employees
17,----,25,358,597,28962,,832779,,4025659,,Illinois,TOTAL OVER ALL INDUSTRIES,95-99 employees
17,----,27,247192,263976,2562125,,73523407,,383007276,,Illinois,TOTAL OVER ALL INDUSTRIES,< 500 employees
17,----,29,1290,4638,303747,,8980349,,47222604,,Illinois,TOTAL OVER ALL INDUSTRIES,500-999 employees
17,----,30,575,2214,160798,,5408171,,35430374,,Illinois,TOTAL OVER ALL INDUSTRIES,"1,000-1,499 employees"
17,----,31,598,2617,209093,,6495632,,39500944,,Illinois,TOTAL OVER ALL INDUSTRIES,"1,500-2,499 employees"
17,----,32,1732,29134,1854136,,67984548,,482238536,,Illinois,TOTAL OVER ALL INDUSTRIES,"2,500 + employees"
17,07--,01,4364,4433,25694,,687402,,2144050,,Illinois,"AG. SERVICES, FORESTRY, FISHING",Total
17,07--,02,1240,1240,0,,39529,,159830,,Illinois,"AG. SERVICES, FORESTRY, FISHING",0 employees
17,07--,03,1675,1675,3544,,88010,,339898,,Illinois,"AG. SERVICES, FORESTRY, FISHING",1-4 employees
17,07--,04,775,775,5141,,109348,,339761,,Illinois,"AG. SERVICES, FORESTRY, FISHING",5-9 employees
17,07--,06,306,306,3512,,80549,,233497,,Illinois,"AG. SERVICES, FORESTRY, FISHING",10-14 employees
17,07--,07,129,129,2147,,60803,,152700,,Illinois,"AG. SERVICES, FORESTRY, FISHING",15-19 employees
17,07--,08,4125,4125,14344,,378239,,1225686,,Illinois,"AG. SERVICES, FORESTRY, FISHING",< 20 employees
17,07--,10,78,78,1662,,44474,,132705,,Illinois,"AG. SERVICES, FORESTRY, FISHING",20-24 employees
17,07--,11,33,33,883,,20330,,77737,,Illinois,"AG. SERVICES, FORESTRY, FISHING",25-29 employees
17,07--,12,35,37,1117,,26812,,68790,,Illinois,"AG. SERVICES, FORESTRY, FISHING",30-34 employees
17,07--,13,16,16,582,,12629,,33981,,Illinois,"AG. SERVICES, FORESTRY, FISHING",35-39 employees
17,07--,14,10,10,390,,14114,,38493,,Illinois,"AG. SERVICES, FORESTRY, FISHING",40-44 employees
17,07--,15,8,9,0,[e],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",45-49 employees
17,07--,16,6,6,0,[e],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",50-54 employees
17,07--,17,3,3,0,[c],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",55-59 employees
17,07--,18,4,4,246,,9322,,24093,,Illinois,"AG. SERVICES, FORESTRY, FISHING",60-64 employees
17,07--,20,5,5,0,[e],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",70-74 employees
17,07--,21,4,4,0,[e],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",75-79 employees
17,07--,22,2,2,0,[c],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",80-84 employees
17,07--,23,2,2,0,[b],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",85-89 employees
17,07--,24,3,3,0,[e],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",90-94 employees
17,07--,27,4348,4359,22374,,600322,,1880019,,Illinois,"AG. SERVICES, FORESTRY, FISHING",< 500 employees
17,07--,29,3,13,0,[c],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING",500-999 employees
17,07--,31,3,3,0,[f],0,(D),0,(D),Illinois,"AG. SERVICES, FORESTRY, FISHING","1,500-2,499 employees"
17,07--,32,10,58,2527,,62808,,198166,,Illinois,"AG. SERVICES, FORESTRY, FISHING","2,500 + employees"
17,10--,01,579,709,11312,,579041,,2442766,,Illinois,MINING,Total
17,10--,02,53,53,0,,2011,,14070,,Illinois,MINING,0 employees
17,10--,03,283,285,0,[f],0,(D),0,(D),Illinois,MINING,1-4 employees
17,10--,04,87,90,564,,15522,,111057,,Illinois,MINING,5-9 employees
17,10--,06,39,41,0,[e],0,(D),0,(D),Illinois,MINING,10-14 employees
17,10--,07,21,24,0,[e],0,(D),0,(D),Illinois,MINING,15-19 employees
17,10--,08,483,493,0,[g],0,(D),0,(D),Illinois,MINING,< 20 employees
17,10--,10,19,20,358,,13046,,67708,,Illinois,MINING,20-24 employees
17,10--,11,6,7,0,[c],0,(D),0,(D),Illinois,MINING,25-29 employees
17,10--,12,6,7,152,,6738,,50234,,Illinois,MINING,30-34 employees
17,10--,13,5,6,0,[c],0,(D),0,(D),Illinois,MINING,35-39 employees
17,10--,14,3,4,125,,5260,,14044,,Illinois,MINING,40-44 employees
17,10--,15,1,1,0,[b],0,(D),0,(D),Illinois,MINING,45-49 employees
17,10--,16,1,1,0,[b],0,(D),0,(D),Illinois,MINING,50-54 employees
17,10--,17,2,5,0,[c],0,(D),0,(D),Illinois,MINING,55-59 employees
17,10--,18,3,3,21,,681,,11854,,Illinois,MINING,60-64 employees
17,10--,19,1,1,0,[a],0,(D),0,(D),Illinois,MINING,65-69 employees
17,10--,20,1,1,0,[a],0,(D),0,(D),Illinois,MINING,70-74 employees
17,10--,21,1,1,0,[b],0,(D),0,(D),Illinois,MINING,75-79 employees
17,10--,22,1,1,0,[a],0,(D),0,(D),Illinois,MINING,80-84 employees
17,10--,23,1,2,0,[a],0,(D),0,(D),Illinois,MINING,85-89 employees
17,10--,27,550,603,4503,,168169,,777126,,Illinois,MINING,< 500 employees
17,10--,29,4,11,0,[f],0,(D),0,(D),Illinois,MINING,500-999 employees
17,10--,30,5,17,569,,25653,,102716,,Illinois,MINING,"1,000-1,499 employees"
17,10--,31,2,12,0,[g],0,(D),0,(D),Illinois,MINING,"1,500-2,499 employees"
17,10--,32,18,66,4625,,307089,,1217277,,Illinois,MINING,"2,500 + employees"
17,15--,01,28271,28461,219742,,9022565,,39314107,,Illinois,CONSTRUCTION,Total
17,15--,02,4473,4473,0,,157653,,1043567,,Illinois,CONSTRUCTION,0 employees
17,15--,03,13769,13771,28988,,822304,,4629005,,Illinois,CONSTRUCTION,1-4 employees
17,15--,04,5075,5076,33157,,1034787,,4488885,,Illinois,CONSTRUCTION,5-9 employees
17,15--,06,1806,1810,21146,,753697,,3102359,,Illinois,CONSTRUCTION,10-14 employees
17,15--,07,914,919,15280,,586648,,2288725,,Illinois,CONSTRUCTION,15-19 employees
17,15--,08,26037,26049,98571,,3355089,,15552541,,Illinois,CONSTRUCTION,< 20 employees
17,15--,10,562,567,12211,,492806,,1960165,,Illinois,CONSTRUCTION,20-24 employees
17,15--,11,349,351,9289,,398728,,1655992,,Illinois,CONSTRUCTION,25-29 employees
17,15--,12,233,236,7377,,327446,,1198811,,Illinois,CONSTRUCTION,30-34 employees
17,15--,13,173,174,6380,,302289,,1157776,,Illinois,CONSTRUCTION,35-39 employees
17,15--,14,129,129,5375,,237279,,905135,,Illinois,CONSTRUCTION,40-44 employees
17,15--,15,103,107,4811,,229575,,876886,,Illinois,CONSTRUCTION,45-49 employees
17,15--,16,97,102,4976,,236752,,968413,,Illinois,CONSTRUCTION,50-54 employees
17,15--,17,55,55,3055,,129682,,460206,,Illinois,CONSTRUCTION,55-59 employees
17,15--,18,51,51,3016,,136982,,509672,,Illinois,CONSTRUCTION,60-64 employees
17,15--,19,44,46,2836,,129194,,520080,,Illinois,CONSTRUCTION,65-69 employees
17,15--,20,36,36,2539,,123822,,501985,,Illinois,CONSTRUCTION,70-74 employees
17,15--,21,31,32,2362,,112022,,495311,,Illinois,CONSTRUCTION,75-79 employees
17,15--,22,23,24,1513,,62234,,249182,,Illinois,CONSTRUCTION,80-84 employees
17,15--,23,19,21,1548,,67574,,302554,,Illinois,CONSTRUCTION,85-89 employees
17,15--,24,17,17,1512,,75579,,245363,,Illinois,CONSTRUCTION,90-94 employees
17,15--,25,16,16,1381,,55488,,158467,,Illinois,CONSTRUCTION,95-99 employees
17,15--,27,28191,28277,202408,,8211211,,34708709,,Illinois,CONSTRUCTION,< 500 employees
17,15--,29,20,42,3871,,227250,,1383076,,Illinois,CONSTRUCTION,500-999 employees
17,15--,30,11,19,2770,,128973,,642990,,Illinois,CONSTRUCTION,"1,000-1,499 employees"
17,15--,31,13,30,4518,,164907,,1202962,,Illinois,CONSTRUCTION,"1,500-2,499 employees"
17,15--,32,36,93,6175,,290224,,1376370,,Illinois,CONSTRUCTION,"2,500 + employees"
17,20--,01,16899,18809,988428,,39277262,,209779322,,Illinois,MANUFACTURING,Total
17,20--,02,1142,1142,0,,95187,,714862,,Illinois,MANUFACTURING,0 employees
17,20--,03,4263,4264,9727,,260353,,1255218,,Illinois,MANUFACTURING,1-4 employees
17,20--,04,2755,2758,18496,,520152,,2111231,,Illinois,MANUFACTURING,5-9 employees
17,20--,06,1612,1618,18902,,568282,,2334106,,Illinois,MANUFACTURING,10-14 employees
17,20--,07,1042,1049,17422,,554416,,2031311,,Illinois,MANUFACTURING,15-19 employees
17,20--,08,10814,10831,64547,,1998390,,8446728,,Illinois,MANUFACTURING,< 20 employees
17,20--,10,737,744,15963,,535694,,1914576,,Illinois,MANUFACTURING,20-24 employees
17,20--,11,530,534,14054,,471950,,1756328,,Illinois,MANUFACTURING,25-29 employees
17,20--,12,415,422,12919,,438952,,1713298,,Illinois,MANUFACTURING,30-34 employees
17,20--,13,351,360,12636,,421272,,1554915,,Illinois,MANUFACTURING,35-39 employees
17,20--,14,288,305,11645,,397929,,1647763,,Illinois,MANUFACTURING,40-44 employees
17,20--,15,239,246,10743,,373940,,1509780,,Illinois,MANUFACTURING,45-49 employees
17,20--,16,196,203,9832,,320134,,1222752,,Illinois,MANUFACTURING,50-54 employees
17,20--,17,172,189,9382,,330871,,1422899,,Illinois,MANUFACTURING,55-59 employees
17,20--,18,156,163,9055,,297925,,1168090,,Illinois,MANUFACTURING,60-64 employees
17,20--,19,110,119,6988,,232197,,983617,,Illinois,MANUFACTURING,65-69 employees
17,20--,20,123,134,8339,,274027,,1149153,,Illinois,MANUFACTURING,70-74 employees
17,20--,21,111,117,7748,,247035,,976146,,Illinois,MANUFACTURING,75-79 employees
17,20--,22,83,89,6160,,194077,,756907,,Illinois,MANUFACTURING,80-84 employees
17,20--,23,91,106,7178,,253241,,1125569,,Illinois,MANUFACTURING,85-89 employees
17,20--,24,69,74,5450,,202075,,778708,,Illinois,MANUFACTURING,90-94 employees
17,20--,25,63,74,5370,,182748,,724906,,Illinois,MANUFACTURING,95-99 employees
17,20--,27,15851,16352,404447,,13444069,,57654890,,Illinois,MANUFACTURING,< 500 employees
17,20--,29,277,408,72761,,2421433,,12069102,,Illinois,MANUFACTURING,500-999 employees
17,20--,30,139,274,49930,,1808733,,9235469,,Illinois,MANUFACTURING,"1,000-1,499 employees"
17,20--,31,125,261,42749,,1585822,,9670050,,Illinois,MANUFACTURING,"1,500-2,499 employees"
17,20--,32,507,1514,418541,,20017205,,121149811,,Illinois,MANUFACTURING,"2,500 + employees"
17,40--,01,10774,13820,314737,,12061075,,62419134,,Illinois,"TRANSPORTATION, COMM., UTILITIES",Total
17,40--,02,1431,1431,0,,42713,,267559,,Illinois,"TRANSPORTATION, COMM., UTILITIES",0 employees
17,40--,03,4807,4811,9596,,216416,,1123582,,Illinois,"TRANSPORTATION, COMM., UTILITIES",1-4 employees
17,40--,04,1618,1641,10562,,258229,,1067179,,Illinois,"TRANSPORTATION, COMM., UTILITIES",5-9 employees
17,40--,06,656,674,7514,,184982,,679356,,Illinois,"TRANSPORTATION, COMM., UTILITIES",10-14 employees
17,40--,07,387,400,6184,,167865,,645688,,Illinois,"TRANSPORTATION, COMM., UTILITIES",15-19 employees
17,40--,08,8899,8957,33856,,870205,,3783364,,Illinois,"TRANSPORTATION, COMM., UTILITIES",< 20 employees
17,40--,10,268,297,5614,,157251,,655119,,Illinois,"TRANSPORTATION, COMM., UTILITIES",20-24 employees
17,40--,11,145,151,3394,,87811,,268823,,Illinois,"TRANSPORTATION, COMM., UTILITIES",25-29 employees
17,40--,12,121,132,3446,,101087,,417814,,Illinois,"TRANSPORTATION, COMM., UTILITIES",30-34 employees
17,40--,13,89,96,2786,,80216,,279093,,Illinois,"TRANSPORTATION, COMM., UTILITIES",35-39 employees
17,40--,14,74,86,2638,,73895,,282661,,Illinois,"TRANSPORTATION, COMM., UTILITIES",40-44 employees
17,40--,15,43,58,1558,,38560,,174562,,Illinois,"TRANSPORTATION, COMM., UTILITIES",45-49 employees
17,40--,16,52,57,1999,,56986,,219853,,Illinois,"TRANSPORTATION, COMM., UTILITIES",50-54 employees
17,40--,17,45,58,1801,,55403,,167588,,Illinois,"TRANSPORTATION, COMM., UTILITIES",55-59 employees
17,40--,18,41,62,2012,,59975,,339710,,Illinois,"TRANSPORTATION, COMM., UTILITIES",60-64 employees
17,40--,19,24,39,0,[g],0,(D),0,(D),Illinois,"TRANSPORTATION, COMM., UTILITIES",65-69 employees
17,40--,20,27,40,1228,,39721,,138490,,Illinois,"TRANSPORTATION, COMM., UTILITIES",70-74 employees
17,40--,21,24,31,1248,,44429,,159920,,Illinois,"TRANSPORTATION, COMM., UTILITIES",75-79 employees
17,40--,22,40,46,1634,,56464,,224340,,Illinois,"TRANSPORTATION, COMM., UTILITIES",80-84 employees
17,40--,23,21,32,1439,,36850,,129539,,Illinois,"TRANSPORTATION, COMM., UTILITIES",85-89 employees
17,40--,24,17,19,0,[f],0,(D),0,(D),Illinois,"TRANSPORTATION, COMM., UTILITIES",90-94 employees
17,40--,25,19,23,1275,,37196,,155283,,Illinois,"TRANSPORTATION, COMM., UTILITIES",95-99 employees
17,40--,27,10372,10828,100264,,2892087,,11522635,,Illinois,"TRANSPORTATION, COMM., UTILITIES",< 500 employees
17,40--,29,115,278,15096,,471486,,1866869,,Illinois,"TRANSPORTATION, COMM., UTILITIES",500-999 employees
17,40--,30,53,114,6073,,149692,,1003806,,Illinois,"TRANSPORTATION, COMM., UTILITIES","1,000-1,499 employees"
17,40--,31,49,155,8954,,427819,,2635658,,Illinois,"TRANSPORTATION, COMM., UTILITIES","1,500-2,499 employees"
17,40--,32,185,2445,184350,,8119991,,45390166,,Illinois,"TRANSPORTATION, COMM., UTILITIES","2,500 + employees"
17,50--,01,21461,25246,384626,,16558910,,285804148,,Illinois,WHOLESALE,Total
17,50--,02,1904,1906,0,,83284,,1699172,,Illinois,WHOLESALE,0 employees
17,50--,03,8320,8329,17423,,640999,,12600255,,Illinois,WHOLESALE,1-4 employees
17,50--,04,3677,3727,24113,,863652,,13480115,,Illinois,WHOLESALE,5-9 employees
17,50--,06,1737,1799,19830,,707749,,9106308,,Illinois,WHOLESALE,10-14 employees
17,50--,07,939,1015,14938,,548059,,7169058,,Illinois,WHOLESALE,15-19 employees
17,50--,08,16577,16776,76304,,2843743,,44054908,,Illinois,WHOLESALE,< 20 employees
17,50--,10,635,738,12628,,470376,,5958916,,Illinois,WHOLESALE,20-24 employees
17,50--,11,430,500,10068,,379854,,3948290,,Illinois,WHOLESALE,25-29 employees
17,50--,12,330,421,9025,,359518,,3742218,,Illinois,WHOLESALE,30-34 employees
17,50--,13,231,317,7022,,249508,,2520468,,Illinois,WHOLESALE,35-39 employees
17,50--,14,217,291,7153,,283832,,2731442,,Illinois,WHOLESALE,40-44 employees
17,50--,15,161,218,6268,,228033,,2283257,,Illinois,WHOLESALE,45-49 employees
17,50--,16,131,186,5723,,206310,,2162937,,Illinois,WHOLESALE,50-54 employees
17,50--,17,109,161,4990,,188320,,1817184,,Illinois,WHOLESALE,55-59 employees
17,50--,18,110,165,5273,,195242,,2133144,,Illinois,WHOLESALE,60-64 employees
17,50--,19,85,122,3630,,128286,,1637054,,Illinois,WHOLESALE,65-69 employees
17,50--,20,87,118,4143,,164805,,1443299,,Illinois,WHOLESALE,70-74 employees
17,50--,21,59,80,2732,,105594,,1110009,,Illinois,WHOLESALE,75-79 employees
17,50--,22,79,115,3474,,135577,,1833733,,Illinois,WHOLESALE,80-84 employees
17,50--,23,74,104,3301,,129919,,1485102,,Illinois,WHOLESALE,85-89 employees
17,50--,24,62,104,3251,,114049,,1571071,,Illinois,WHOLESALE,90-94 employees
17,50--,25,49,81,2526,,103779,,1130986,,Illinois,WHOLESALE,95-99 employees
17,50--,27,20350,22027,223476,,8421660,,114245175,,Illinois,WHOLESALE,< 500 employees
17,50--,29,244,415,18941,,739620,,12035001,,Illinois,WHOLESALE,500-999 employees
17,50--,30,130,237,14741,,656384,,14119560,,Illinois,WHOLESALE,"1,000-1,499 employees"
17,50--,31,153,279,11633,,495079,,11082951,,Illinois,WHOLESALE,"1,500-2,499 employees"
17,50--,32,584,2288,115835,,6246167,,134321461,,Illinois,WHOLESALE,"2,500 + employees"
17,52--,01,46703,66195,980284,,15353557,,113228241,,Illinois,RETAIL,Total
17,52--,02,4954,4972,0,,138993,,1185982,,Illinois,RETAIL,0 employees
17,52--,03,18913,18957,41930,,565386,,5258724,,Illinois,RETAIL,1-4 employees
17,52--,04,9233,9385,60903,,792956,,5859347,,Illinois,RETAIL,5-9 employees
17,52--,06,4216,4489,49107,,634484,,4572279,,Illinois,RETAIL,10-14 employees
17,52--,07,2168,2435,35673,,459386,,3207325,,Illinois,RETAIL,15-19 employees
17,52--,08,39484,40238,187613,,2591205,,20083657,,Illinois,RETAIL,< 20 employees
17,52--,10,1360,1562,29131,,382593,,2687699,,Illinois,RETAIL,20-24 employees
17,52--,11,946,1158,24764,,324969,,2327020,,Illinois,RETAIL,25-29 employees
17,52--,12,699,935,21543,,300157,,2164352,,Illinois,RETAIL,30-34 employees
17,52--,13,543,692,19318,,285702,,2323701,,Illinois,RETAIL,35-39 employees
17,52--,14,446,604,17712,,272008,,2364588,,Illinois,RETAIL,40-44 employees
17,52--,15,345,458,15053,,260305,,2217276,,Illinois,RETAIL,45-49 employees
17,52--,16,256,427,12295,,212801,,1875846,,Illinois,RETAIL,50-54 employees
17,52--,17,220,347,11517,,189773,,1616992,,Illinois,RETAIL,55-59 employees
17,52--,18,174,295,10007,,181518,,1563232,,Illinois,RETAIL,60-64 employees
17,52--,19,137,222,8309,,166862,,1540976,,Illinois,RETAIL,65-69 employees
17,52--,20,128,272,8333,,139576,,1074258,,Illinois,RETAIL,70-74 employees
17,52--,21,98,166,6617,,134276,,1302092,,Illinois,RETAIL,75-79 employees
17,52--,22,98,232,6999,,120877,,1092337,,Illinois,RETAIL,80-84 employees
17,52--,23,93,193,7135,,129700,,1108896,,Illinois,RETAIL,85-89 employees
17,52--,24,79,256,6278,,127215,,1220534,,Illinois,RETAIL,90-94 employees
17,52--,25,61,135,5059,,98344,,774221,,Illinois,RETAIL,95-99 employees
17,52--,27,45977,51265,489495,,7490027,,60320841,,Illinois,RETAIL,< 500 employees
17,52--,29,164,1179,29907,,479156,,3376710,,Illinois,RETAIL,500-999 employees
17,52--,30,86,793,12836,,168962,,1211578,,Illinois,RETAIL,"1,000-1,499 employees"
17,52--,31,102,748,17876,,298054,,1813912,,Illinois,RETAIL,"1,500-2,499 employees"
17,52--,32,374,12210,430170,,6917358,,46505200,,Illinois,RETAIL,"2,500 + employees"
17,60--,01,22866,31366,416950,,19040663,,141083954,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",Total
17,60--,02,2809,2813,0,,148675,,1027107,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",0 employees
17,60--,03,13091,13110,24977,,679030,,3963895,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",1-4 employees
17,60--,04,2915,2983,18583,,585354,,2958404,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",5-9 employees
17,60--,06,968,1096,11099,,395190,,1890035,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",10-14 employees
17,60--,07,533,630,8518,,353802,,1467427,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",15-19 employees
17,60--,08,20316,20632,63177,,2162051,,11306868,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",< 20 employees
17,60--,10,285,380,5700,,210292,,1030206,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",20-24 employees
17,60--,11,206,306,5003,,179557,,740262,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",25-29 employees
17,60--,12,157,234,4434,,176440,,1412648,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",30-34 employees
17,60--,13,137,203,4564,,192533,,810505,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",35-39 employees
17,60--,14,90,153,3355,,132260,,715078,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",40-44 employees
17,60--,15,85,134,3220,,125086,,673418,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",45-49 employees
17,60--,16,84,174,3714,,129164,,585936,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",50-54 employees
17,60--,17,50,102,2130,,80259,,375622,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",55-59 employees
17,60--,18,49,117,2476,,104260,,561654,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",60-64 employees
17,60--,19,51,119,2882,,102437,,1044148,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",65-69 employees
17,60--,20,38,106,2174,,68321,,359865,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",70-74 employees
17,60--,21,39,64,2105,,73380,,418994,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",75-79 employees
17,60--,22,38,113,2153,,73900,,418750,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",80-84 employees
17,60--,23,30,66,2116,,84356,,405477,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",85-89 employees
17,60--,24,26,65,1571,,76607,,365561,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",90-94 employees
17,60--,25,33,69,2622,,104151,,504481,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",95-99 employees
17,60--,27,22240,24621,162562,,5871654,,32816771,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",< 500 employees
17,60--,29,166,666,25649,,1138946,,6954040,,Illinois,"FINANCE, INSURANCE, REAL ESTATE",500-999 employees
17,60--,30,67,231,7727,,423855,,3147080,,Illinois,"FINANCE, INSURANCE, REAL ESTATE","1,000-1,499 employees"
17,60--,31,84,372,13646,,540759,,5344896,,Illinois,"FINANCE, INSURANCE, REAL ESTATE","1,500-2,499 employees"
17,60--,32,309,5476,207366,,11065449,,92821167,,Illinois,"FINANCE, INSURANCE, REAL ESTATE","2,500 + employees"
17,70--,01,100758,112525,1747399,,49792913,,131093725,,Illinois,SERVICES,Total
17,70--,02,12352,12367,0,,597913,,2130445,,Illinois,SERVICES,0 employees
17,70--,03,49258,49344,101332,,2946119,,9819911,,Illinois,SERVICES,1-4 employees
17,70--,04,17706,17950,115418,,3158016,,8633000,,Illinois,SERVICES,5-9 employees
17,70--,06,6518,6858,75410,,2229458,,5662088,,Illinois,SERVICES,10-14 employees
17,70--,07,3171,3404,52352,,1566616,,3773659,,Illinois,SERVICES,15-19 employees
17,70--,08,89005,89923,344512,,10498122,,30019103,,Illinois,SERVICES,< 20 employees
17,70--,10,2036,2329,43473,,1261278,,3169168,,Illinois,SERVICES,20-24 employees
17,70--,11,1292,1524,33485,,937392,,2299776,,Illinois,SERVICES,25-29 employees
17,70--,12,858,1029,25548,,734636,,1851368,,Illinois,SERVICES,30-34 employees
17,70--,13,727,902,25098,,698331,,1771904,,Illinois,SERVICES,35-39 employees
17,70--,14,555,654,21509,,594040,,1395627,,Illinois,SERVICES,40-44 employees
17,70--,15,447,582,19139,,533747,,1330466,,Illinois,SERVICES,45-49 employees
17,70--,16,341,421,15523,,413945,,1050483,,Illinois,SERVICES,50-54 employees
17,70--,17,314,406,15932,,438752,,973082,,Illinois,SERVICES,55-59 employees
17,70--,18,271,383,15087,,388765,,931255,,Illinois,SERVICES,60-64 employees
17,70--,19,249,352,14709,,349847,,937062,,Illinois,SERVICES,65-69 employees
17,70--,20,186,240,11033,,336945,,891701,,Illinois,SERVICES,70-74 employees
17,70--,21,180,262,10992,,279383,,676792,,Illinois,SERVICES,75-79 employees
17,70--,22,166,257,11966,,387447,,786382,,Illinois,SERVICES,80-84 employees
